r.time,r.userid,r.advertiserid,r.orderid,r.lineitemid,r.creativeid,r.creativeversion,r.creativesize,r.adunitid,r.customtargeting,r.domain,r.countryid,r.country,r.regionid,r.region,r.metroid,r.metro,r.cityid,r.city,r.postalcodeid,r.postalcode,r.browserid,r.browser,r.osid,r.os,r.osversion,r.bandwidthid,r.bandwidth,r.timeusec,r.audiencesegmentids,r.product,r.requestedadunitsizes,r.bandwidthgroupid,r.mobiledevice,r.mobilecapability,r.mobilecarrier,r.iscompanion,r.targetedcustomcriteria,r.devicecategory,r.isinterstitial,r.year,r.month,r.date,datestring,unixtimestamp
2018-11-11-00:33:19,,0,0,0,0,0,,110574297,pos=exclusions;ed=us;lssegs=_azd_;lssegs=_a9j_;lssegs=_a57_;lssegs=_bf2_;lssegs=_bgo_;lssegs=_bqn_;lssegs=_bqo_;lssegs=_bqp_;lssegs=_bra_;lssegs=_a6d_;lssegs=_afl_;lssegs=_bcq_;lssegs=_br2_;lssegs=_bps_;lssegs=_bpt_;lssegs=_br1_;lssegs=_a5p_;lssegs=_abt_;lssegs=_bd8_;lssegs=_bnx_;lssegs=_br4_;lssegs=_bpf_;lssegs=_bpg_;lssegs=_bph_;lssegs=_br3_;lssegs=_a49_;mnr=f;pgtyp=boxscore;prof=s;ref=espn;sp=cfb;swid=13db7e7c-52cf-4568-c538-e20b6e2f68eb,,2840,United States,21177,Utah,200770,Salt Lake City UT,1026980,Provo,9029857,84604,500104,Safari (iPhone/iPod) Any.Any,501012,Apple iOS,iOS_12_0,502012,wifi,1541914399,,Ad Server,1x2,6,iPhone_from_Apple,Phone calls,,false,,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541896399
2018-11-11-00:02:54,6m0PeJb3LTP9jdANBEY4lw,0,0,0,0,0,,104335977,pos=exclusions;ed=us;espn_yxbk=ogogwi%2fn99oyei5q;lssegs=_ax7_;lssegs=_a89_;lssegs=_a58_;lssegs=_bgd_;lssegs=_bgz_;lssegs=_bme_;lssegs=_bmv_;lssegs=_bqn_;lssegs=_bqo_;lssegs=_bqp_;lssegs=_bra_;lssegs=_a6d_;lssegs=_awi_;lssegs=_bbs_;lssegs=_a50_;lssegs=_bgc_;lssegs=_bgy_;lssegs=_br5_;lssegs=_a55_;lssegs=_ad9_;lssegs=_bb7_;lssegs=_bnj_;lssegs=_br2_;lssegs=_bpr_;lssegs=_bps_;lssegs=_bpt_;lssegs=_br1_;lssegs=_a5p_;lssegs=_abx_;lssegs=_bd6_;lssegs=_bf8_;lssegs=_bgj_;lssegs=_bpk_;lssegs=_br4_;lssegs=_bpf_;lssegs=_bpg_;lssegs=_bph_;lssegs=_br3_;lssegs=_a49_;lssegs=_a3z_;lssegs=_beu_;lssegs=_a6g_;lssegs=_boz_;lssegs=_bqt_;lssegs=_bqu_;lssegs=_bqv_;lssegs=_bqw_;lssegs=_a6l_;mnr=f;pgtyp=index;prof=s;sp=nfl;swid=776ad419-ce39-4ae3-ca91-ab3184eb7cc8,rr.com,2840,United States,21160,North Carolina,200517,Charlotte NC,1021064,Concord,9009899,28025,500104,Safari (iPhone/iPod) Any.Any,501012,Apple iOS,iOS_12_0,502012,wifi,1541912574,,Ad Server,1x2,6,iPhone_from_Apple,Phone calls,,false,,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541894574
2018-11-11-00:27:14,,83567217,2268755180,4822784120,138247532249,1,320x50,122885577,hb_adid=4f33d01c338dae;hb_bidder=appnexus;hb_pb=0.00;mivr=1;pos=banner;ed=us;espn_yxbk=kc71br%2fn99od0m5q;espnapp=webview;lssegs=_abc_;lssegs=_bd2_;lssegs=_bnl_;lssegs=_bo3_;lssegs=_br4_;lssegs=_bpe_;lssegs=_bpf_;lssegs=_bpg_;lssegs=_bph_;lssegs=_br3_;lssegs=_a48_;lssegs=_ble_;lssegs=_awe_;lssegs=_bbl_;lssegs=_bf1_;lssegs=_bgy_;lssegs=_bq8_;lssegs=_br6_;lssegs=_br7_;lssegs=_a54_;lssegs=_bll_;lssegs=_bte_;lssegs=_buf_;lssegs=_brr_;lssegs=_bty_;lssegs=_ace_;lssegs=_bcq_;lssegs=_br2_;lssegs=_bpr_;lssegs=_bps_;lssegs=_bpt_;lssegs=_br1_;lssegs=_a5q_;lssegs=_bli_;lssegs=_axq_;lssegs=_a8a_;lssegs=_a57_;lssegs=_bf2_;lssegs=_bha_;lssegs=_bme_;lssegs=_bqn_;lssegs=_bqo_;lssegs=_bqp_;lssegs=_bra_;lssegs=_a6e_;lssegs=_blp_;lssegs=_a4h_;lssegs=_ber_;lssegs=_a6g_;lssegs=_bqu_;lssegs=_bqv_;lssegs=_bqw_;lssegs=_a6l_;lssegs=_be2_;lssegs=_bey_;lssegs=_bfa_;lssegs=_bub_;lssegs=_be6_;lssegs=_bfe_;mnr=f;pgtyp=boxscore;prof=s;rdid=8cbbf381-54e9-481c-9e68-9872d317a2d8;sp=nba;swid={001db08a-7812-4c5b-bbc5-63f97f7cea80},rr.com,2840,United States,21137,California,200803,Los Angeles CA,1014263,Seal Beach,9031080,90740,500072,Google Chrome Any.Any,501013,Android,Android_7_0,502012,wifi,1541914034,,Ad Server,320x50,6,sm-n920v_from_Samsung,Phone calls,,false,,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541896034
2018-11-11-00:57:39,IPLZAKvjMEunQh6qmQmrsQ,0,0,0,0,0,,122885577,pos=exclusions;ed=us;espn_yxbk=wswfur%2fn99o5anjq;lssegs=_abj_;lssegs=_bd8_;lssegs=_bn3_;lssegs=_bn0_;lssegs=_br4_;lssegs=_bpf_;lssegs=_bpg_;lssegs=_bph_;lssegs=_br3_;lssegs=_a5a_;lssegs=_ble_;lssegs=_ach_;lssegs=_bca_;lssegs=_a5j_;lssegs=_bn4_;lssegs=_bpr_;lssegs=_bps_;lssegs=_bpt_;lssegs=_br1_;lssegs=_a5q_;lssegs=_bli_;lssegs=_av7_;lssegs=_bbs_;lssegs=_bf1_;lssegs=_bgy_;lssegs=_bq5_;lssegs=_bq8_;lssegs=_br6_;lssegs=_br7_;lssegs=_a56_;lssegs=_blk_;lssegs=_ays_;lssegs=_a9g_;lssegs=_a57_;lssegs=_bf2_;lssegs=_bgz_;lssegs=_bqn_;lssegs=_bqo_;lssegs=_bqp_;lssegs=_bra_;lssegs=_a6d_;lssegs=_be2_;lssegs=_be9_;lssegs=_bev_;mnr=f;pgtyp=boxscore;prof=s;ref=espn;sp=nba;swid=c2253dc3-9bf0-49f1-c95b-cdc6d4c2f49b,comcast.net,2840,United States,21171,Pennsylvania,200577,Wilkes Barre-Scranton PA,1024995,La Plume,9007056,18414,500072,Google Chrome Any.Any,501013,Android,Android_8_0,502012,wifi,1541915859,155643|418923|831925|832405|4022643|5553685|5619445|23180554|677825848,Ad Server,1x2,6,moto g(6)_from_Motorola,Phone calls,,false,,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541897859
2018-11-11-00:45:29,,43928817,458473017,254695017,138232535330,1,1x3,104358177,pos=instream;col=espn_nfl;col=nfl_espn;ed=us;espn_yxbk=hekrbr%2fn99ee%2bm5q;league=28;league=2999;league=3080;lssegs=_abg_;lssegs=_bd2_;lssegs=_bpk_;lssegs=_br4_;lssegs=_bpe_;lssegs=_bpf_;lssegs=_bpg_;lssegs=_bph_;lssegs=_br3_;lssegs=_a5a_;lssegs=_ble_;lssegs=_awc_;lssegs=_bbt_;lssegs=_a5z_;lssegs=_bf1_;lssegs=_bgy_;lssegs=_bnd_;lssegs=_br5_;lssegs=_a56_;lssegs=_blk_;lssegs=_axl_;lssegs=_a8k_;lssegs=_a57_;lssegs=_bf2_;lssegs=_bha_;lssegs=_bmu_;lssegs=_bqn_;lssegs=_bqo_;lssegs=_bqp_;lssegs=_bra_;lssegs=_a6e_;lssegs=_blq_;lssegs=_ad6_;lssegs=_bb7_;lssegs=_bnj_;lssegs=_bn4_;lssegs=_bpw_;lssegs=_br2_;lssegs=_br1_;lssegs=_a5q_;lssegs=_bli_;lssegs=_a38_;lssegs=_beu_;lssegs=_a6f_;lssegs=_boz_;lssegs=_box_;lssegs=_bqt_;lssegs=_bqu_;lssegs=_bqv_;lssegs=_bqw_;lssegs=_a6m_;lssegs=_bls_;lssegs=_be2_;lssegs=_bfa_;lssegs=_bfe_;lssegs=_bey_;lssegs=_be6_;lssegs=_bfg_;lssegs=_bud_;mnr=f;objid=viewersguideweek10;pgn=viewersguideweek10;pgtyp=story;prof=s;sp=nfl;swid=6314ee4e-c287-47eb-9a5d-e2a74fbc44b9,spcsdns.net,2840,United States,21147,Illinois,200602,Chicago IL,1016367,Chicago,0,,500072,Google Chrome Any.Any,501013,Android,Android_8_0,502013,carrier,1541915129,,Ad Server,1x3,7,sm-g935p_from_Samsung,Phone calls,Sprint in US,false,sp!=espys,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541897129
2018-11-11-00:39:24,Nuxx8hkIn7VWxWNyDmtuGQ,24536697,496005417,251100657,107707773417,1,320x50,21731158275,kvpos=bottom;pos=banner;ed=in;kvpt=livescorecard;kvseriesid=18694;kvsite=southafricatourofaustralia201819;mnr=f;pgtyp=game;prof=s;sp=cricinfomobile;swid=5fa7925b-d0cd-433f-c31e-3e4e3e6ad5a5,vodafone.in,2356,India,20460,Karnataka,0,,1007768,Bengaluru,0,,500072,Google Chrome Any.Any,501013,Android,Android_8_0,502013,carrier,1541914764,398163|4022643|4043643|4059003|125131203|125131323|125132043,Ad Server,320x50,7,sm-j600g_from_Samsung,Phone calls,Vodafone in IN,false,,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541896764
2018-11-11-00:51:34,2q4qn8HEhMty0aERQAPJOQ,0,0,0,0,0,,21731158275,pos=exclusions;ed=in;kvpt=livescorecard;kvseriesid=18694;kvsite=southafricatourofaustralia201819;mnr=f;pgtyp=game;prof=xl;sp=cricinfo;swid=965cac36-151c-4b1e-cb42-a29bc3e7ce1c,,2356,India,20453,Andhra Pradesh,0,,9040202,Kakinada,0,,500072,Google Chrome Any.Any,501032,Microsoft Windows 10,,502018,adsl2-12mbps,1541915494,,Ad Server,1x2,3,,,,false,,Desktop,false,2018,11,11,2018-11-11 00:00:00,1541897494
2018-11-11-00:45:29,b7PRuTNin082Vgjtv0MNig,0,0,0,0,0,,21731158275,pos=exclusions;ed=bd;kvpt=livescorecard;kvseriesid=18694;kvsite=southafricatourofaustralia201819;mnr=f;pgtyp=game;prof=s;sp=cricinfomobile;swid=3fe0ab7c-4111-4284-c27f-6cba71281362,com.bd,2050,Bangladesh,9070356,Dhaka Division,0,,0,,0,,500072,Google Chrome Any.Any,501013,Android,Android_8_0,502013,carrier,1541915129,155643|156123|398163|418083|418923|453963|1603563|1633923|4022643|4043643|4059003|4077483|5163123|125132043|461393465,Ad Server,1x2,7,fla-lx2_from_HUAWEI,Phone calls,Robi in BD,false,,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541897129
2018-11-11-00:45:29,,0,0,0,0,0,,105491937,pos=exclusions;ed=us;gmid=401013172;league=23;lssegs=_axx_;lssegs=_a9g_;lssegs=_a58_;lssegs=_bgd_;lssegs=_bgo_;lssegs=_bme_;lssegs=_bqn_;lssegs=_bqo_;lssegs=_bqp_;lssegs=_bra_;lssegs=_a6e_;lssegs=_blo_;lssegs=_avq_;lssegs=_bbs_;lssegs=_bf1_;lssegs=_bgy_;lssegs=_bq5_;lssegs=_bq8_;lssegs=_br6_;lssegs=_br7_;lssegs=_a55_;lssegs=_ac6_;lssegs=_bcs_;lssegs=_a5j_;lssegs=_bnj_;lssegs=_bpr_;lssegs=_bps_;lssegs=_bpt_;lssegs=_br1_;lssegs=_a5p_;lssegs=_aa4_;lssegs=_bd6_;lssegs=_bn0_;lssegs=_bpk_;lssegs=_br4_;lssegs=_bpf_;lssegs=_bpg_;lssegs=_bph_;lssegs=_br3_;lssegs=_a49_;lssegs=_bfe_;mnr=f;objid=25237752;pgtyp=video;prof=s;ref=espn;sp=cfb;swid=6dae4c19-11bf-44cc-a4a4-0c33a851ead3;tm=59;tm=2390,mycingular.net,2840,United States,21143,Georgia,200524,Atlanta GA,1015254,Atlanta,9010937,30318,500072,Google Chrome Any.Any,501013,Android,Android_7_0,502012,wifi,1541915129,,Ad Server,1x2,6,sm-g925_from_Samsung,Phone calls,,false,,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541897129
2018-11-11-00:15:04,,0,0,0,0,0,,104335617,pos=exclusions;ed=us;espn_yxbk=dm70vr%2fn99e6pi5q;lssegs=_abs_;lssegs=_bd8_;lssegs=_bo3_;lssegs=_bnl_;lssegs=_br4_;lssegs=_bpe_;lssegs=_bpf_;lssegs=_bpg_;lssegs=_bph_;lssegs=_br3_;lssegs=_a5a_;lssegs=_ble_;lssegs=_acl_;lssegs=_bcq_;lssegs=_a5k_;lssegs=_bga_;lssegs=_bgl_;lssegs=_bpr_;lssegs=_bps_;lssegs=_bpt_;lssegs=_br1_;lssegs=_a5q_;lssegs=_blh_;lssegs=_ayp_;lssegs=_a77_;lssegs=_a57_;lssegs=_bf2_;lssegs=_bha_;lssegs=_bme_;lssegs=_bmu_;lssegs=_bqn_;lssegs=_bqo_;lssegs=_bqp_;lssegs=_bra_;lssegs=_a6d_;lssegs=_avv_;lssegs=_bbj_;lssegs=_bgc_;lssegs=_bgy_;lssegs=_bq5_;lssegs=_bq8_;lssegs=_br6_;lssegs=_br7_;lssegs=_a55_;lssegs=_be2_;lssegs=_bfd_;lssegs=_be7_;mnr=f;pgtyp=espnfrontpage;prof=s;sp=espn;swid=a1d7642e-5084-49fa-c98e-6135a7e5dfd4,sbcglobal.net,2840,United States,21169,Oklahoma,200650,Oklahoma City OK,9052474,Moore,9026286,73170,500104,Safari (iPhone/iPod) Any.Any,501012,Apple iOS,iOS_12_0,502012,wifi,1541913304,,Ad Server,1x2,6,iPhone_from_Apple,Phone calls,,false,,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541895304
2018-11-11-00:51:35,hNWFxPr6UyUyl5YkYAsCxQ,4641891970,2421888232,4849908458,138250091674,1,320x50,21687827210,lang=en;lssegs=_aev_;lssegs=_bcd_;lssegs=_a5j_;lssegs=_bpq_;lssegs=_bpr_;lssegs=_bps_;lssegs=_bpt_;lssegs=_br1_;lssegs=_a5o_;lssegs=_abs_;lssegs=_bd8_;lssegs=_bfx_;lssegs=_bgj_;lssegs=_bnl_;lssegs=_bpk_;lssegs=_br4_;lssegs=_bpf_;lssegs=_bpg_;lssegs=_bph_;lssegs=_br3_;lssegs=_a5a_;lssegs=_ble_;lssegs=_ayp_;lssegs=_a77_;lssegs=_bf2_;lssegs=_bha_;lssegs=_bme_;lssegs=_bq6_;lssegs=_bq7_;lssegs=_brb_;lssegs=_a6e_;lssegs=_blq_;lssegs=_avv_;lssegs=_bbj_;lssegs=_bgc_;lssegs=_bgy_;lssegs=_bq8_;lssegs=_br6_;lssegs=_br7_;lssegs=_a56_;lssegs=_blm_;lssegs=_a37_;lssegs=_beu_;lssegs=_a6h_;lssegs=_a7b_;lssegs=_a6f_;lssegs=_bju_;lssegs=_box_;lssegs=_bqu_;lssegs=_bqv_;lssegs=_bqw_;lssegs=_a6l_;lssegs=_bfe_;lssegs=_be2_;lssegs=_bfa_;lssegs=_bew_;pos=0;rdid=6282207a-6bc4-4bc1-8b47-ce67fef2b50c;swid=cd96fe2e-debb-42a9-9716-b1649cc6478e;vr=6.3.0,,2840,United States,21169,Oklahoma,200650,Oklahoma City OK,1024330,Shawnee,0,,500104,Safari (iPhone/iPod) Any.Any,501012,Apple iOS,iOS_12_0,502012,wifi,1541915495,145683|155883|156123|161763|264963|265203|266043|267483|398163|401283|410043|411843|418083|418443|453963|487563|560163|592083|598443|831925|1513683|1523523|3994803|4022643|4043643|4078683|5619445|11381836|11381956|58162617|108608410|108613210|108613330|108622450|125131803,Ad Server,320x50,6,iphone103_from_Apple,Phone calls,,false,lang=en,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541897495
2018-11-11-00:33:20,gkTaYfwoYKZyoZ3nJDwbrg,4548400995,2283340764,4804185578,138244668911,1,320x50,21731158275,kvpos=top;pos=banner;ed=ww;kvpt=livescorecard;kvseriesid=18694;kvsite=southafricatourofaustralia201819;mnr=f;pgtyp=game;prof=s;sp=cricinfomobile;swid=40fb7dea-afee-4f9e-cf5f-62e14e0a4121,,2784,United Arab Emirates,9041083,Dubai,0,,1000013,Dubai,0,,500072,Google Chrome Any.Any,501013,Android,Android_8_0,502013,carrier,1541914400,156123|398163|453963|4022643|4043643|4077483|125132043,Ad Server,320x50,7,sm-g965f_from_Samsung,Phone calls,Etisalat in AE,false,kvpt=livescorecard,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541896400
2018-11-11-00:33:20,66APuuhVjrWbU1g7qI9N2w,0,0,0,0,0,,21618817081,pos=wallpaper;ed=bd;kvpt=livescorecard;kvseriesid=18815;kvsite=zimbabwetourofbangladesh201819;mnr=f;pgtyp=scoreboard;prof=xl;sp=cricinfo;swid=59339fbd-b3b7-47fe-c7ae-20f85362c88a,,2050,Bangladesh,9070356,Dhaka Division,0,,0,,0,,500072,Google Chrome Any.Any,501011,Microsoft Windows 7,,502004,dsl,1541914400,,Ad Server,1680x1050,3,,,,false,,Desktop,false,2018,11,11,2018-11-11 00:00:00,1541896400
2018-11-11-00:02:55,fpi7k67EJ8ajBGEa2UrR_w,0,0,0,0,0,,121752897,pos=exclusions;ed=mx;espn_yxbk=3dkpbi%2fn99yq8joq;lang=es;league=mex1;mnr=f;pgtyp=standings;prof=s;ref=google;sp=soccer;swid=8991b192-2005-4c57-cc5b-fbc0a648a477,cableonline.com.mx,2484,Mexico,20725,Yucatan,0,,1010205,Merida,0,,500072,Google Chrome Any.Any,501013,Android,Android_7_0,502012,wifi,1541912575,156123|398163|453963|487563|1603563|1633923|3994803|4022643|4059003|5619445|125132043,Ad Server,1x2,6,moto c_from_Motorola,Phone calls,,false,,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541894575
2018-11-11-00:09:00,xkd0pxmXi02qeU8l4lalfw,0,0,0,0,0,,104335617,pos=exclusions;ed=us;espn_yxbk=3aqv1dux999l%2bgpq;lssegs=_abd_;lssegs=_bd7_;lssegs=_bpk_;lssegs=_br4_;lssegs=_bpe_;lssegs=_bpf_;lssegs=_bpg_;lssegs=_bph_;lssegs=_br3_;lssegs=_a48_;lssegs=_ble_;lssegs=_aza_;lssegs=_a77_;lssegs=_a57_;lssegs=_bf2_;lssegs=_bgo_;lssegs=_bqn_;lssegs=_bqo_;lssegs=_bqp_;lssegs=_bra_;lssegs=_a6c_;lssegs=_blp_;lssegs=_afi_;lssegs=_bcd_;lssegs=_br2_;lssegs=_bpr_;lssegs=_bps_;lssegs=_bpt_;lssegs=_br1_;lssegs=_a5o_;lssegs=_awd_;lssegs=_bbo_;lssegs=_bf1_;lssegs=_bgy_;lssegs=_bq5_;lssegs=_bq8_;lssegs=_br6_;lssegs=_br7_;lssegs=_a56_;lssegs=_bll_;lssegs=_bfa_;lssegs=_be2_;lssegs=_bey_;lssegs=_bfd_;mnr=f;pgtyp=espnfrontpage;prof=xl;ref=espn;sp=espn;swid={c02585d9-b403-4c98-a585-d9b403cc986c},cox.net,2840,United States,21142,Florida,200686,Mobile AL-Pensacola (Ft. Walton Beach) FL,1014993,Crestview,9011674,32536,500072,Google Chrome Any.Any,501032,Microsoft Windows 10,,502019,hsdpa-14mbps,1541912940,53116|70396|145683|155643|155883|156123|168963|170043|214276|264963|265203|266043|267483|267723|398163|401283|403443|410043|411843|412083|418083|418203|418323|418443|418923|453963|470883|547516|559563|560163|592083|699556|1513683|1520043|1633923,Ad Server,1x2,1,,,,false,,Desktop,false,2018,11,11,2018-11-11 00:00:00,1541894940
2018-11-11-00:33:20,tKIi-noEXNnpekct2S5o0g,0,0,0,0,0,,21731158275,pos=native5;ed=bd;kvpt=livescorecard;kvseriesid=18694;kvsite=southafricatourofaustralia201819;mnr=f;pgtyp=game;prof=xl;sp=cricinfo;swid=6fd39882-2093-4c3a-cc56-5e3aba2da5e1,gov.bd,2050,Bangladesh,9070356,Dhaka Division,0,,0,,0,,500015,Firefox Other.Other,501011,Microsoft Windows 7,,502018,adsl2-12mbps,1541914400,155643|156123|398163|401283|403443|418203|418323|453963|831925|1603563|1633923|3994803|4022643|4043643|4059003|4077483|4078683|5012883|5619445|125132043,Ad Server,1x8,3,,,,false,,Desktop,false,2018,11,11,2018-11-11 00:00:00,1541896400
2018-11-11-00:33:20,t42v6FEvEseNCSUf_QkPFQ,24618177,2265159969,4609813913,138229426658,1,320x50,21731158275,kvpos=bottom;pos=banner;ed=bd;kvpt=livescorecard;kvseriesid=18694;kvsite=southafricatourofaustralia201819;mnr=f;pgtyp=game;prof=s;sp=cricinfomobile;swid=9cbb7fd4-ef90-40b4-c01e-3cc757eee994,,2050,Bangladesh,9070356,Dhaka Division,0,,0,,0,,500072,Google Chrome Any.Any,501013,Android,Android_5_1,502013,carrier,1541914400,,Ad Server,320x50,7,,Phone calls,Grameenphone in BD,false,,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541896400
2018-11-11-00:57:40,,43928817,449061657,187304697,92333832777,1,320x50,104335857,hb_adid=413bddfe906c8d;hb_bidder=appnexus;hb_pb=0.03;pos=banner;ed=us;espn_yxbk=msvwjm%2fn99ehlk5q;lssegs=_abg_;lssegs=_bd2_;lssegs=_bpk_;lssegs=_br4_;lssegs=_bpe_;lssegs=_bpf_;lssegs=_bpg_;lssegs=_bph_;lssegs=_br3_;lssegs=_a5a_;lssegs=_ble_;lssegs=_acg_;lssegs=_bce_;lssegs=_bpw_;lssegs=_br2_;lssegs=_bpt_;lssegs=_br1_;lssegs=_a5q_;lssegs=_bli_;lssegs=_av2_;lssegs=_bbo_;lssegs=_bgc_;lssegs=_bgy_;lssegs=_bq5_;lssegs=_bq8_;lssegs=_br6_;lssegs=_br7_;lssegs=_a56_;lssegs=_bll_;lssegs=_aww_;lssegs=_a9i_;lssegs=_a59_;lssegs=_a7a_;lssegs=_a57_;lssegs=_bgd_;lssegs=_bgo_;lssegs=_bke_;lssegs=_bme_;lssegs=_a6e_;lssegs=_blp_;lssegs=_a3w_;lssegs=_bes_;lssegs=_a6g_;lssegs=_boz_;lssegs=_bqt_;lssegs=_bqu_;lssegs=_bqv_;lssegs=_bqw_;lssegs=_a6l_;lssegs=_bey_;lssegs=_be2_;lssegs=_bfa_;lssegs=_bfi_;lssegs=_bfd_;lssegs=_be3_;mnr=f;pgtyp=scoreboard;prof=s;ref=espn;sp=nba;swid=0a5b6ff6-28ff-44fd-c4f8-b7fd9e2e743a,myvzw.com,2840,United States,21137,California,200803,Los Angeles CA,1013962,Los Angeles,0,,500104,Safari (iPhone/iPod) Any.Any,501012,Apple iOS,iOS_12_0,502013,carrier,1541915860,,Ad Server,320x50,7,iPhone_from_Apple,Phone calls,Verizon in US,false,rubicon!=true;espnapp!=webview;trustx!=true,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541897860
2018-11-11-00:27:15,-Y4HOq9di9irog-WX8ySUA,0,0,0,0,0,,122617257,pos=exclusions;ed=us;espn_yxbk=z8je%2fugp99otljnq;lssegs=_abg_;lssegs=_bd2_;lssegs=_bpk_;lssegs=_br4_;lssegs=_bpe_;lssegs=_bpf_;lssegs=_bpg_;lssegs=_bph_;lssegs=_br3_;lssegs=_a5a_;lssegs=_ble_;lssegs=_acg_;lssegs=_bce_;lssegs=_bpw_;lssegs=_br2_;lssegs=_bpt_;lssegs=_br1_;lssegs=_a5q_;lssegs=_bli_;lssegs=_awg_;lssegs=_bbs_;lssegs=_bf1_;lssegs=_bgn_;lssegs=_bq5_;lssegs=_bq8_;lssegs=_br6_;lssegs=_br7_;lssegs=_a56_;lssegs=_bll_;lssegs=_awp_;lssegs=_a9j_;lssegs=_a57_;lssegs=_bf2_;lssegs=_bha_;lssegs=_bmu_;lssegs=_bqn_;lssegs=_bqo_;lssegs=_bqp_;lssegs=_bra_;lssegs=_a6e_;lssegs=_blo_;lssegs=_be2_;lssegs=_bfa_;lssegs=_bfe_;mnr=f;pgtyp=game;prof=l;ref=espn;sp=nba;swid=6db0b2b7-5e0c-41b7-c1ba-50a586e406fa,comcast.net,2840,United States,21143,Georgia,200524,Atlanta GA,1015349,Fayetteville,9010876,30215,500072,Google Chrome Any.Any,501032,Microsoft Windows 10,,502020,adsl2plus-24mbps,1541914035,70396|145683|155643|155883|156123|163563|264963|266043|267483|267723|398163|401283|403443|410043|411843|418083|418203|418323|418443|418923|422043|453963|470883|559203|560163|592083|598443|1513683|1520043|1551843|1633923|1702563|1716243|2601777|2602017,Ad Server,1x2,5,,,,false,,Desktop,false,2018,11,11,2018-11-11 00:00:00,1541896035
2018-11-11-00:33:20,G4atWUJrsgmYt6-tQn0bbg,0,0,0,0,0,,21731158275,pos=exclusions;ed=ww;kvpt=livescorecard;kvseriesid=18694;kvsite=southafricatourofaustralia201819;mnr=f;pgtyp=game;prof=s;sp=cricinfomobile;swid=d9b748c9-6c77-4ca7-ccf6-0b04f5d2a5cc,,2356,India,9061642,Telangana,0,,1007740,Hyderabad,0,,500072,Google Chrome Any.Any,501013,Android,Android_8_1,502013,carrier,1541914400,,Ad Server,1x2,7,redmi note 5 pro_from_Xiaomi,Phone calls,Airtel in IN,false,,Smartphone,false,2018,11,11,2018-11-11 00:00:00,1541896400
2018-11-11-00:21:10,1LNV60m-sONgvfhVZheyKQ,0,0,0,0,0,,109819377,pos=wallpaper;ed=us;espn_yxbk=uxxzv6ux99o%2fqcjq;lssegs=_abg_;lssegs=_bd2_;lssegs=_a45_;lssegs=_a43_;lssegs=_bfx_;lssegs=_bgj_;lssegs=_bjn_;lssegs=_bpk_;lssegs=_br4_;lssegs=_bph_;lssegs=_br3_;lssegs=_a5a_;lssegs=_ble_;lssegs=_acg_;lssegs=_bce_;lssegs=_bpw_;lssegs=_br2_;lssegs=_bpt_;lssegs=_br1_;lssegs=_a5q_;lssegs=_bli_;lssegs=_awi_;lssegs=_bbs_;lssegs=_a50_;lssegs=_bgc_;lssegs=_bgy_;lssegs=_br5_;lssegs=_a56_;lssegs=_blm_;lssegs=_a16_;lssegs=_a8g_;lssegs=_a57_;lssegs=_bf2_;lssegs=_bgo_;lssegs=_bra_;lssegs=_a6e_;lssegs=_blq_;lssegs=_a4k_;lssegs=_bes_;lssegs=_bos_;lssegs=_box_;lssegs=_br9_;lssegs=_bqu_;lssegs=_bqv_;lssegs=_bqw_;lssegs=_a6m_;lssegs=_blt_;lssegs=_bfe_;lssegs=_be2_;lssegs=_bfa_;lssegs=_bfi_;lssegs=_bey_;lssegs=_be4_;mnr=f;pgtyp=game;prof=xl;ref=espn;sp=nfl;swid={1e175170-9fdb-4df2-a324-0a55bcd93231},rr.com,2840,United States,21168,Ohio,200510,Cleveland-Akron (Canton) OH,1023526,Alliance,9015478,44601,500153,Microsoft Edge Any.Any,501032,Microsoft Windows 10,,502020,adsl2plus-24mbps,1541913670,1966|53116|65116|145683|155643|155883|156123|264963|265203|266043|267483|267723|398163|401283|403443|410043|411843|412083|412443|418083|418203|418323|418443|422043|433803|448563|453963|470883|559203|591123|592083|598443|699556|1513683|1520043,Ad Server,1680x1050,5,,,,false,,Desktop,false,2018,11,11,2018-11-11 00:00:00,1541895670
